what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1348555354823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1348555356977
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348555359202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1348555364687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555365862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555372080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555377143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555378097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555421934
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348555427840
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348555430278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555433091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555439419
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348555464889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555469924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555472905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555483647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555486427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555535503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555550704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555578222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348555583418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555599168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1348555603331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555604342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555610617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555618066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555618921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555686433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555704690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555713468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555723693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555745016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348555748676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555810223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555811754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555841003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555856812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555867607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1348555871550
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348555874117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348555875603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555891726
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348555894170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555900008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555900812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555911310
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348555913807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555918291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555919095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555926789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555934218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555935126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555942439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555946666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555947537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555953210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555956078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555958106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555960673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555962923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555963800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555967254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555969467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555971216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555974232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555976739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555977694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555979476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555980757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555981567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555985154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348555986420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348555987696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556012476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348556072293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556073937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556076853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348556079725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556082385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556097558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348556103183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556104270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556120662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556128097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348556135053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556136054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348556141192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556142221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556158078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556166827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556182911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348556186664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348556187346
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556189202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348556190752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556191771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556220135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556229053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556231769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556234600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556238054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556240193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556245706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556260481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556262631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556277090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556281272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556281938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348556285842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556294275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556314922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556324542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556349691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348556362675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556364591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556365815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556372696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556418706
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556432840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348556438991
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1348556442693
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556442988
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556448547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348556449543
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556451269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348556452287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556452654
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556456871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348556457812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348556458656
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556459718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348556460645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556461274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556585879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556667706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556712529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556720698
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556830133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348556833030
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556834394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348556835311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348556839262
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556882407
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1348556884803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348556892500
