what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545634685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348545641477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545642946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545650896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348545651830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545654370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1348545654396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545668981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348545678305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545679587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545686250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545700355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545707454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348545711899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348545712644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348545724123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545727385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545728875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545729636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545739554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348545826115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545827829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545833826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545848942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348545850843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348545863540
